username,date,tweet,sentiment,lat,lon,location
kompastv_jabar,"Nov,28",I added a video to a @YouTube playlist youtu.be/VBTNLPU3984?a DEKLARASI JAWA BARAT BEBAS STUNTING PART 1,neg,-6.91746,107.619,Bandung Kota Bandung Jawa Barat Indonesia
mediaindonesia,"08,Nov,18",Jawa Barat Kejar 2023 Bebas Stunting mediaindonesia.com/read/detail/19â€¦ pic.twitter.com/aRMU6ZNH8r,neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
DinasKominfoKRW,"Dec,09","DEKLARASI KARAWANG BEBAS STUNTING

Karawang,- Bupati Karawang, dr. Hj. Cellica Nurrachadiana menghadiri acara deklarasi ""Karawang Bebas Stunting"" di aula Kecamatan Tempuran Karawang, Minggu (9/12/2018) dengan... facebook.com/Diskominfokrwkâ€¦",neg,-6.3054,107.32,Karawang East Karawang Karawang Regency West Java Indonesia
awanmalangit,"Jan,28","1000 HPK ini merupakan kesempatan emas dalam mencetak generasi berkualitas bebas stunting dan masalah gizi lainnya pada anak2.
@kopmasofficial
@pengaduankopmas
#revolusipangan2019
#akhirigiziburuk",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
dinkesJKT,"Jan,25","Pemenuhan kebutuhan gizi masyarakat terutama pada periode 1.000 Hari Pertama Kelahiran (HPK) merupakan kesempatan emas dalam mencetak generasi berkualitas bebas stunting dan masalah gizi lainnya.

instagram.com/p/BtD5XQZgCkd/â€¦
#dinkesDKI
#dinkesDKIjakarta
#HariGiziNasional pic.twitter.com/OswOUSQ8ec",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
Kemendag,"Jan,25","1.000 Hari Pertama Kelahiran (HPK) merupakan momen penting tumbuh  kembang manusia. Asupan gizi seimbang wajib Iberian bagi ibu hamil agar  janin berkembang sempurna, fisik dan kognitif serta mencetak generasi  emas bebas stunting dan masalah gizi lainnya. #HariGiziNasional pic.twitter.com/i9QPloskDj",neg,-6.18051,106.828,Jakarta Pusat Kota Jakarta Pusat Daerah Khusus Ibukota Jakarta Indonesia
lampostco,"Feb,27",Lamteng Target Bebas StuntingÂ 2023 lampungpost.id/headline/lamteâ€¦ pic.twitter.com/rCGdCkorwd,neg,-4.55858,105.407,Lampung Indonesia
AnneLesmana,"Feb,14","Ya ampun klo diitung scr ekonomi, duit yg ilang segitu.. Duh rugi bgt ya.. Semoga segera bebas stunting ya negara qta tercinta ini. #fightingstunting #cegahstunting twitter.com/DewiSulistiawtâ€¦",neg,-7.64263,112.703,Kecamatan Pandaan Pasuruan Jawa Timur Indonesia
dewiratnaco,"Feb,14","Daerah yg paling terdampak program pemerintah dlm mengurangi kasus stunting adalah Langkat, Sumut. Di sana grafik penderita stunting turun drastis dari 2013 ke 2018. Semoga di daerah lainnya juga begitu, sampai rata semua daerah bebas stunting.

#fightingstunting #cegahstunting pic.twitter.com/wX3wxfRvAf",neg,-7.96662,112.633,Malang Kota Malang Jawa Timur Indonesia
MiripWowo,"Mar,24","Saya wajibkan pendukung saya #Pilih01BajuPutih supaya Indonesia bebas stunting
youtu.be/4le5z93IygU
@SiSablengg @P3nj3l4j4h @TheArieAir",neg,1.7368400000000002,98.7851,Sibolga Kota Sibolga Sumatera Utara Indonesia
drsyuk_InfoKes,"Mar,17","dari sisi bayi? penelitian dr Ariani Widodo SpA(K), hampir 1/4 anak 3-5 th punya laktosa intoleran.

apakah target global thn 2025 40% bebas stunting usia di bawah 5 th akan tercapai?

Indonesia negara kaya produk alam. perlu dipikirkan formula baru masalah nutrisi bayi. pic.twitter.com/Bf0OvPovfJ",neg,-7.96662,112.633,Malang Kota Malang Jawa Timur Indonesia
tintin_ajja,"Mar,17",Tujuan dari Apel Kebangsaan akan kehilangan makna pabila negara belum menjamin orang bebas stunting.,neg,-0.789275,113.921,Indonesia
Dwie_Retnowati,"Apr,14","Stunting adalah kondisi kurang gizi, sehingga anak pendek & memiliki keterlambatan berfikir.
Untuk pencegahan, berikan anak makanan bergizi& berikan susu #SGMEksplor 2 gelas/hari untuk mendukung tumbuh kembangnya menjadi #GenerasiMaju yang bebas stunting. 
#MombassadorSGMEksplor pic.twitter.com/qSrpAAKklb",neg,-0.789275,113.921,Indonesia
yourloyalsinner,"Apr,10","serumah yha minum ubat cacing dari anak-ibuk-ayah. 

demi indonesia bebas stunting (buat anaknya).",neg,0.0,0.0,
P3mdSambas,"Jul,26","Rembuk Stunting di Kec Tebas Kab Sambas 
Untuk generasi masa depan yang bebas  Stunting #stunting ???? youtu.be/BE1lkbQAfEU
@EkoSandjojo
@taufikmadjid71
@anwsanusi
@fachrilabalado
@KPPKalbar",neg,-0.278781,111.475,Kalimantan Barat Indonesia
EChatabell,"Jul,24","Gak sesimpel itu mikir anak g mau makan nasi yaudahlah yg penting mau makan yg lain, stress berat akutuu. Indonesia bebas stunting sayyy",neg,5.54829,95.3238,Banda Aceh Kota Banda Aceh Aceh Indonesia
teraslampung,"Jul,11","Targetkan Bebas Stunting 2023, Pemkab Lampung Selatan Deklarasi LintasÂ Sektoral teraslampung.com/targetkan-bebaâ€¦ pic.twitter.com/coqTpMYuQW",neg,-4.55858,105.407,Lampung Indonesia
uncleszoer,"Aug,21","#CACINGAN.... | Yuk kita musnahkan parasit yg mengganggu tubuh | #EXTRAFOOD | Kok bisa Extrafood ? Bs banget kandungan 23 buah & sayur + madu bs sbg anti virus, anti bakteri & anti2 yg lain | Yuk, bangun Indonesia menuju INDONESIA UNGGUL menyiapkan GENERASI UNGGUL BEBAS STUNTING pic.twitter.com/N8bmlZhpWB",neg,-6.16037,106.847,Kecamatan Kemayoran Kota Jakarta Pusat Daerah Khusus Ibukota Jakarta Indonesia
HerinTheo3,"Aug,20","Dampak Gempur Stunting di Flotim, 840 Balita Bebas Stunting balinewsnetwork.com/2019/08/20/damâ€¦
#KitaSemuaBersaudara
#AyoBangunDesa
#AyoCegahStunting
@jokowi
@EkoSandjojo
@anwsanusi
@taufikmadjid71
@fachrilabalado
@AnggeKandidatus",neg,-8.32884,122.949,Larantuka Kabupaten Flores Timur Nusa Tenggara Timur Indonesia
newsbalarindang,"Aug,11","Wujudkan Wilayah Bebas Stunting, Camat Kuranji Ingatkan Dampak Buruknya balarindangnews.com/index.php/lensâ€¦",neg,-0.789275,113.921,Indonesia
KuatSatiman,"Sep,22","DESA KALISUBE BEBAS STUNTING

Babinsa Kalisube Kopda Ahmad Warsito melaksanakan rembug stunting di aula balaidesa Kalisube bersama para kader posyandu instagram.com/p/B2vYZuPBpay/â€¦",neg,-0.789275,113.921,Indonesia
GTVID_News,"Sep,13","Gandeng UGM, Kulonprogo Targetkan 2030 Bebas Stunting
inews.id/daerah/yogya/gâ€¦",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
satukanalcom,"Sep,10",New post (Ketua Himpaudi Jatim Berdoa Anak PAUD Kabupaten Malang Bebas Stunting) has been published on SATUKANAL.COM - satukanal.com/ketua-himpaudiâ€¦ pic.twitter.com/IoKNZ67rWf,neg,-7.96662,112.633,Malang Kota Malang Jawa Timur Indonesia
GATRA_News,"Oct,16",Warga FLores Timur Menata Sanitasi Agar Bebas Stunting gatra.com/detail/news/45â€¦,neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
CNNIndonesia,"20,Oct,18","Bayi Stunting, Rocky Gerung Kritik Revolusi Industri Jokowi cnn.id/340031?s=tw&caâ€¦",neg,-0.789275,113.921,Indonesia
SINDOnews,"22,Oct,18",Tim Prabowo-Sandi Disebut Manipulasi Angka Bayi Stunting makassar.sindonews.com/read/15696/1/tâ€¦,neg,-6.18051,106.828,Jakarta Pusat Kota Jakarta Pusat Daerah Khusus Ibukota Jakarta Indonesia
RakyatJelata7,"20,Oct,18","Kritik itu perlu untuk lebih memperbaiki diri...bukan nyiyir yang hanya mencari-cari keburukan orang lain.

Bayi Stunting, Rocky Gerung Kritik Revolusi Industri Jokowi cnn.id/340031",neg,-0.789275,113.921,Indonesia
mantuidamann,"Nov,28","Beliau mengajak ibu muslimat untuk Mencegah agar remaja putri nantinya tidak melahirkan bayi bayi stunting di masa depan. 

@PPMuslimatNU
@BPOM_RI
@KemenkesRI
#RoadshowMuslimatNU
#BijakPakaiSKM",neg,-5.39714,105.267,Bandar Lampung Kota Bandar Lampung Lampung Indonesia
JemberGo,"Nov,19","PKK Jember Berusaha Tekan Angka Kematian Ibu dan Anak - zonajatim.id/pkk-jember-berâ€¦

PKK Jember Turut Berperan Minimalisir Bayi Stunting JemberGo.id/pkk-jember-turâ€¦ pic.twitter.com/jN05GtiQuj",neg,0.0,0.0,
HumasKabBDG,"Nov,19","Ibu hamil yang menderita kurang darah (anemia), berisiko mengalami pendarahan dan melahirkan bayi stunting. Oleh karena itu, Pemerintah Kabupaten (Pemkab) Bandung melakukan upaya preventif dengan memberikan fe kepada sejumlah siswi SMP dan SMA di Kabupaten Bandung.
@PRFMnews pic.twitter.com/hREqVxWsWy",neg,-7.0252,107.526,Soreang Kecamatan Soreang Bandung Jawa Barat Indonesia
fajaronline,"Nov,15","Klaim Angka Bayi Stunting Kecil, Ini Strategi Dinkes Sidrap ift.tt/2QJWo4z",neg,-5.14767,119.433,Makassar Kota Makassar Sulawesi Selatan Indonesia
ThenBagoess,"Nov,10","Bahkan angka bayi stunting sangat tinggi > 47 juta ,ini menciptakan generasi yg tidak pintar (maaf idiot).

Amanah konstitusi itu untuk mencerdaskan bukan membodohkan

#2019GantiPresiden #2019PrabowoSandi pic.twitter.com/Es1GIyooqI",neg,-0.789275,113.921,Indonesia
suaranasional,"08,Nov,18",PKK Lamongan Sosialisasi Cegah BayiÂ Stunting suaranasional.com/2018/11/09/pkkâ€¦ pic.twitter.com/v4gI9fnMcy,neg,-0.789275,113.921,Indonesia
ThenBagoess,"07,Nov,18","â€˜Tampang Boyolaliâ€™ Hanya Metafora, Intinya Pemerintah Gagal Sejahterakan Rakyat 

Jelas #JokowiJKGagal
Bayi stunting berjumlah 47 juta itu masalah sangat serius bagi generasi bangsa 
ift.tt/2QlGkFF",neg,-0.789275,113.921,Indonesia
ThenBagoess,"04,Nov,18","Bahan Pokok Mahal, Gizi Buruk Anak Indonesia Semakin Meroket 

#BaniBohong klaim angka kemiskinan menurun ????

Ya iyalah, hitungan standardnya diturunin 

Dampaknya bayi stunting meningkat & ini potensi menjadi generasi yg bodoh

Apa agar mudah dikibuli?

ift.tt/2O4fCzJ",neg,-0.789275,113.921,Indonesia
publisdotid,"Dec,21","Persoalan Stunting, Pemkab Jember Fokus Pencegahan

PUBLIS.ID, JEMBER - Masalah bayi stunting yang selama ini menjadi persoalan bagi ibu. Sekarang, bisa bernafas lega, sebab Pemerintah Kabupaten... publis.id/read/persoalanâ€¦",neg,-0.789275,113.921,Indonesia
karman_mustamin,"Dec,07","Ini blm termasuk masalah bayi stunting, penyakit difteri, dll yg mengakibatkan rendahnya indeks kesehatan masyarakat.

Pemerintahan Jokowi sdh menginstruksikan pencapaian 100%. Berarti juga ada daerah yg harus ngejar target defisit di atas 80%. Beban sangat berat pemerintah skrg.",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
majalah_gempur,"Dec,07",Kecamatan Arjasa Jember Tidak Termasuk Daerah Bayi Stunting dlvr.it/Qt4HMf,neg,-8.17331,113.701,Jember Kecamatan Kaliwates Kabupaten Jember Jawa Timur Indonesia
irvan1263,"Dec,01",6. bayi stunting di Aceh terus meningkat :(. padahal mereka membutuhkan susu dan makanan untuk terus tumbuh menjadi teuku umar dan malahayati dll. dimasa depan pic.twitter.com/Lh2EBopDHf,neg,-0.789275,113.921,Indonesia
Smartade91,"Jan,04",Intinya akal2an spy di akui bhw presiden skrg Hebat. Tp berita utk kegagalan ditutupi . pertama kalinya sejak nkri berdiri kita negara urutan ke5 dr 160 negara terbanyak bayi stunting ( gizi buruk).,neg,-0.789275,113.921,Indonesia
HardimasHP,"Jan,02","Saya bantuin bang @FaldoMaldini contoh hoax membunuh.

Bicara angka kemiskinan turun tapi nyatanya 1 juta bayi stunting. Ini contoh hoax membunuh.",neg,-7.25747,112.752,Surabaya Kota Surabaya Jawa Timur Indonesia
VostokMerah,"Feb,28","Pemerintah yg lalu bangun infrastruktur outputnya terbukti mampu turunkan bayi stunting ke angka 28%an, sekarang akibat bangun infra tdk jelas, angka bayi stunting naik jd 30%an",neg,-0.789275,113.921,Indonesia
HmmurahHm,"Feb,18","Salah Satu Siasat Perang Total dalam Politik""SONTOLOYO"" Debat Capres Is Debat, Rakyat Gak Perduli Hasil Debat Tapi Bukti Bukan Janji Rakyat Kecil Makmur apa belum Jika Ekonomi Rencana 7% Cuma Mentok 5,17 %? Masih Banyak Kasus Bayi Stunting Alias... nusanews.id/2019/02/said-dâ€¦",neg,-6.13495,106.712,68 Jalan 20 Desember 10 3 Pegadungan Kecamatan Kalideres Kota Jakarta Barat Daerah Khusus Ibukota Jakarta Indonesia 11830
artha_amalia,"Feb,14","Sudah tahu belum kalau Indonesia mengalami beban gizi ganda: stunting danÂ obesitasÂ . Prevalensi bayi stunting mencapai 30,8% sedangkan kasus obesitas 21,8% #fightingstunting #cegahstunting",neg,-7.46179,112.737,Jalan Lingkar Timur Prasungtani Prasung Kecamatan Buduran Kabupaten Sidoarjo Jawa Timur Indonesia 61252
jawapos,"Feb,03",Kasus Bayi Stunting di Kabupaten Rembang Capai 10 Persen jawapos.com/su/10/n/117565,neg,-6.21549,106.778,1 1 Grogol Utara Kecamatan Kebayoran Lama Kota Jakarta Selatan Daerah Khusus Ibukota Jakarta Indonesia 12210
inmalangraya,"Mar,26",Giat Cegah Kelahiran Bayi Stunting di Kabupaten Malang dlvr.it/R1cqv4,neg,-7.96662,112.633,Malang Kota Malang Jawa Timur Indonesia
tiposhop,"Mar,25","???????? Cara Mencegah Bayi Stunting â¤

Stunting adalah kondisi dimana bayi mengalami masalah kurang gizi kronis yang mengakibatkan gangguan pertumbuhan anak yakni tinggi badan anak lebih rendah dari standart usianya.... facebook.com/tipobabyshop/pâ€¦",neg,-7.25747,112.752,Surabaya Kota Surabaya Jawa Timur Indonesia
NKRI_NTBSasambo,"Mar,17","BEBERAPA HAL BARU PALING A.B.S.U.R.D DARI KUBU PETAHANA
âˆš Boros Dengan Membuat Banyak Kartu.
âˆš Mau Gaji Pengangguran.
âˆš Mau Kasih Bantuan Utk Perempuan Yang Belum Menikah Biar Ga Melahirkan Bayi Stunting.
#WapresHandalGenerasiMilenial
#PeduliNKRI_Prabowo_Sandi",neg,-8.59708,116.1,Kota Mataram Nusa Tenggara Barat Indonesia
jcl_lay,"Mar,17","Pencegahan bayi Stunting :
1. Asi Eksklusif.
2. MPASI yg mengandung zat besi, zink.

Dijamin bayi akan terhindar dari Stunting bukan dengan Sedekah Putih (kumpul uang buat beli susu formula)",neg,-7.79558,110.369,Yogyakarta Kota Yogyakarta Daerah Istimewa Yogyakarta Indonesia
ShahabHelda,"Mar,17","Se urgen apakah perlu dilaksanakan? Sampai melupakan keadaan rakyat jateng, sprt bayi stunting yg prosentasenya lbh bnyk drpd standar WHO. ini contoh kecil, ini bkn mslh bagus / tdk , ini tntg pantas /tdk
Pantaskah berpesta 18M saat msh banyak bayi kekurangan gizi? @mohmahfudmd",neg,-0.789275,113.921,Indonesia
jawapos,"Mar,09",Nikah Dini Berisiko Bayi Stunting jawapos.com/su/18/n/123973,neg,-6.21549,106.778,1 1 Grogol Utara Kecamatan Kebayoran Lama Kota Jakarta Selatan Daerah Khusus Ibukota Jakarta Indonesia 12210
apaliatliatha,"Apr,11","Haha anying
Itu akarnya tingginya kematian maternal ga sih mas
Remaja yg banyak masalah menstruasi menjadikan >>remaja yg anemi>>wus yg anemi>>ibu hamil yg anemi>>ibu hamil dg resiko tinggi>>bayi stunting
Lingkaran setan",neg,-0.789275,113.921,Indonesia
kodimbone,"Apr,11","Babinsa Desa Bana  Sertu Abidin, melaksanakan 
komsos diwilayah Dusun Bana Tengnga Desa Bana Kec.Bontocani, mendampingi penimbangan  Anak Balita di Poskesdes SAORAJAE Desa Bana dalam Rangka pendataan Bayi stunting dan pemberian gizi tambahan. pic.twitter.com/MuPUhJvt6h",neg,-0.789275,113.921,Indonesia
Koran_Kaltara,"May,08",Bayi Stunting di Kaltara Turun 28 Persen korankaltara.com/bayi-stunting-â€¦,neg,2.84477,117.365,Tandjungselor Tanjung Palas Tengah Tanjung Palas Kabupaten Bulungan Kalimantan Timur Indonesia
EternallyT_,"Jul,23","Padahal kejadian anemi pada ibu hamil dan remaja gadis masih tinggi. Jadi risiko bayi stunting juga masih tinggi. Itu dari segi kesehatan ibu. Dari segi kesehatan bayi, stunting bisa dicegah dengan imunisasi. Imunisasi adalah upaya untuk melindungi bayi dari penyakit berbahaya-",neg,0.0,0.0,
PMD_Lampung,"Aug,31","Reposted from @IndonesiaBaikId (get_regrann)  -  Hai SohIB

Tingginya angka bayi stunting di Indonesia harus ditekan karena dapat mengancam produktivitas bangsa

Sebagai generasi millenial, apa yang dapat SohIBâ€¦ instagram.com/p/B10buMDAn6g/â€¦",neg,-4.55858,105.407,Lampung Indonesia
Hmmurahmurahhm2,"Aug,25","Subhanallah, Amit Amit Jabang Bayi Stunting Kontet kurang gizi..,? twitter.com/Datuk_T4mburinâ€¦",neg,-7.66806,109.652,Kabupaten Kebumen Jawa Tengah Indonesia
Hmmurahmurahhm2,"Aug,22","Korupsi Gurita Bayi, miris, elit Korupsi makin kenceng, sementara Bayi Stunting Kontet kurang gizi blm berkurang, Anak Putus Sekolah makin bertambah,? twitter.com/KompasTV/statuâ€¦",neg,-7.66806,109.652,Kabupaten Kebumen Jawa Tengah Indonesia
IndonesiaBaikId,"Aug,19","Hai SohIB! #TahukahKamu kalo angka bayi stunting di Indonesia masih di atas batasan #WHO? Ini bahaya lho untuk produktivitas bangsa, jadi stunting harus segera diatasi! #IndonesiaBaik #YangMudaSukaData #Infografis #ProgramPemerintah #Stunting @KemenkesRI pic.twitter.com/Mt75QNIN0i",neg,-0.789275,113.921,Indonesia
fitrirama24,"Aug,19","Stunting itu tidak bisa diperbaiki.. 
namun bs dicegah.. 
salah satu yg musti mommy waspadai indikasi bayi stunting adalah BB yg seret naik... 
naik sih.. tp cm dikit.. cek di KSM yuk.. dah sesuai belum..

#ikutcegahstuntingdiIndonesia",neg,0.0,0.0,
Hmmurahmurahhm2,"Aug,18","Prioritas Rakyat miskin masih 20 juta lebih,PHK, Pengangguran,Bayi Stunting Kontet,BPJS Kesehatan Rakyatnya,BUMN rugi, Bayar Hutang Tanggungan Anak cucu 5.444.Triliun
#BatalkanPindahIbuKota
#BatalkanPindahIbuKota twitter.com/021_P354W1K/stâ€¦",neg,-7.66806,109.652,Kabupaten Kebumen Jawa Tengah Indonesia
sayanaima,"Sep,19","Ketimbang melakukan monsterisasi pada Khilafah, demonisasi HTI dan phobia pada Islam. lebih baik penguasa mengurusi hal-hal yang dianggap perlu dan penting bagi rakyat.

Krisis kebakaran hutan
Krisis energi
Krisis bayi stunting & gizi buruk
Krisis moral
Krisis pengangguran
DLL.. twitter.com/ik4mawar3/statâ€¦",neg,-0.789275,113.921,Indonesia
MalangTimes,"Sep,05","Tahun Lalu, Kasus Stunting di Kota Batu Capai 28 Persen, Ini Salah Satu Faktor Penyebabnya: Kasus bayi stunting di Kota Batu tahun 2018 lalu tercatat mencapai 28 persen. Namun persentase itu terbilang turun jika dibandingkan dengan tahun 2017 yang... malangtimes.com/baca/43633/201â€¦",neg,-7.96662,112.633,Malang Kota Malang Jawa Timur Indonesia
merdekadotcom,"Oct,31",Ma'ruf Amin Targetkan Bayi Stunting Turun 7 Persen dlvr.it/RHK9Tj,neg,-0.789275,113.921,Indonesia
KasanMulyono,"25,Oct,18","Gerakan ""Emas"" Prabowo-Sandiaga Ingin Cegah Stunting yang Mengancam Bonus Demografi - Kompas.com
#AdilMakmur
#PrabowoSandi nasional.kompas.com/read/2018/10/2â€¦",neg,-6.18133,106.827,11 Jalan Medan Merdeka Selatan 11 2 Gambir Kecamatan Senen Kota Jakarta Pusat Daerah Khusus Ibukota Jakarta Indonesia 10110
bungamanggiasih,"24,Oct,18","Waduh, mau cegah stunting kok yang dipromosikan dalam nama ""gerakan"" kok hanya susu? Padahal para ibu dan anak perlu gizi seimbang dengan beragam jenis asupan. Sanitasi dan pola asuh pun penting, dengan melibatkan bukan hanya ibu tapi juga ayah, kakek-nenek, pengasuh, dsb. twitter.com/GerakanEmas203â€¦",neg,-0.789275,113.921,Indonesia
ditjenkesmas,"18,Oct,18",Edukasi Isi Piringku bagi 2053 bumil di Kalsel dlm rgk Cegah Stunting mell 1000 HPK pada acara Hari Pangan Sedunia 2018 (18/10)  mendapatkan rekor MURI #dukungGERMAS @KemenkesRI pic.twitter.com/3WWYKBi1Nr,neg,-6.26149,106.811,Jakarta Selatan Kota Jakarta Selatan Daerah Khusus Ibukota Jakarta Indonesia
bkipmdenpasar,"07,Oct,18",Cegah stunting dengan makan 5 ikan ini yuk tweeps. Apa itu stunting? Stunting adalah masalah gizi kronis yang disebabkan oleh asupan gizi yang kurang dalam waktu lama. #OneHelathKIPM info. Mina Indonesia @HumasBKIPM @WilkerPadangBai @WilkerBenoa @WilkerGilimanuk @rinajanwar2201 pic.twitter.com/OiXtZlOeNy,neg,-8.67046,115.213,Kota Denpasar Kota Denpasar Bali Indonesia
temponasional,"Nov,18",Jabar Deklarasikan Program Cegah Stunting goo.gl/KVcY1t,neg,-0.789275,113.921,Indonesia
donloho1,"Dec,13","cegah Stunting melalui DD2018:Pemb. Saluran Drainase utk mengalirkan Limbah Rumah Tangga, Melaksanakn Swakelola&PKTD agar ekonomi Masyarakat Ada utk Membeli Pangan yg memiliki Giji. #JokowiMembangunDesa @jokowi @EkoSandjojo @anwsanusi @fachrilabalado @tppindonesia @TPPISUMUT pic.twitter.com/QPhrmy02Pe",neg,3.5952,98.6722,Medan Kota Medan Sumatera Utara Indonesia
sabdolangit88,"Dec,09","Cegah Stunting dengan mewujudkan kemsndirian keluarga dalam 1000 hari Pertama kehiduan
#PSDKalteng
@Didifathur.@PaulinaTulus
@p3mdkalteng rsa.ugm.ac.id/2018/01/ pic.twitter.com/JGu8p3fAKq",neg,-1.6814900000000002,113.382,Kalimantan Tengah Indonesia
HumasBdg,"Jan,25","Stunting yaitu masalah kurang gizi kronis yg disebabkan oleh kurangnya asupan gizi dlm wkt yg cukup lama, mengakibatkan gangguan pertumbuhan pd anak yakni tinggi badan anak lebih rendah/ pendek (kerdil) dr standar usianya.  Yuk wargi kita cegah stunting, sejak dalam kandungan ???? pic.twitter.com/mytTBr2KeY",neg,-6.91746,107.619,Bandung Kota Bandung Jawa Barat Indonesia
republikaonline,"Feb,14","Cegah Stunting, Perlu Intervensi Hilangkan Kudapan tak Sehat republika.co.id/berita/nasionaâ€¦",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
ivoniezahra,"Mar,31","Apa saja cara cegah stunting? ada 10 cara cegah stunting. Lima pertama 
-pemberian ASI ekslusif selama 6 bulan pertama
-pemberian makanan sebagai pendamping asi (MPASI) stlh 6 bulan.
-imunisasi dasar lengkap
-pergi ke posyandu
-perilaku hdup bersih dn sehat #PentingCegahStunting pic.twitter.com/vo1aUMXKpU",neg,-7.96662,112.633,Malang Kota Malang Jawa Timur Indonesia
detikcom,"Mar,18","Kontroversi warnai Debat Cawapres soal cara cegah stunting, olahraga 22 menit untuk cegah penyakit, diikuti Salmafina bantah video mabuk. Simak selengkapnya. health.detik.com/berita-detikheâ€¦",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
VIVAlife_,"Mar,17","Cegah Stunting, Program Sodakoh Putih Sandiaga Dimentahkan Ma'ruf Amin dlvr.it/R10tzk",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
mediaindonesia,"Mar,17",Ma'ruf: Cegah Stunting Sejak Anak dalam Kandungan  mediaindonesia.com/read/detail/22â€¦,neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
Sahabat_Bangsa,"Mar,17","Berdasarkan standar WHO, suatu wilayah mengalami masalah kekurangan gizi kronis jika prevalensinya di atas 20%

Sementara menurut data Kemenkes 2018, status balita mengalami stunting capai 30%

Ini Cara Jitu @RamliRizal Cegah Stunting
aktual.com/cara-jitu-rizaâ€¦
#DebatCawapres2019 pic.twitter.com/cwTKnZdCMH",neg,-0.789275,113.921,Indonesia
wawaraji,"Apr,29","Cegah stunting dg asupan gizi baik. Catatan dr Asih, asupan protein hewani sangat kurang, tdk hrs daging tp bs ikan dan asupan susu #SekarangSemuaBisa",neg,-0.789275,113.921,Indonesia
cantikadotcom,"Apr,03","Cegah Stunting, Awasi Asupan Gizi Anak Sejak dalam Kandungan cantika.com/read/1192168/câ€¦",neg,-0.789275,113.921,Indonesia
InfokomPMK,"May,28","Pencegahan stunting bukan semata-mata tanggung jawab seorang ibu, melainkan semua pihak termasuk ayah dan seluruh keluarga ditambah pemerintah serta stakeholder terkait. Mari cegah stunting untuk Indonesia yang lebih sehat! #cegahstuntingitupenting #sadarstunting #infokompmk pic.twitter.com/QFaKK03BQn",neg,-0.789275,113.921,Indonesia
vokasiipb,"May,10","Penyuluhan dan Pendampingan dengan tema ""Ayo Cegah Stunting dan Kenali Penyebabnya"" oleh Mahasiswa Prodi Manajemen Industri Jasa Makanan dan Gizi di Desa Sukatani - Kec. Sukaraja
[04 Mei 2019] 

#SekolahVokasiIPB
#GIZISVIPB pic.twitter.com/La0othA2k3",neg,-6.59715,106.806,Bogor Kampung Parung Jambu Kota Bogor Jawa Barat Indonesia
jawapos,"May,10","Cegah Stunting, Badung Canangkan Garba Sari baliexpress.jawapos.com/read/2019/05/1â€¦",neg,-6.21549,106.778,1 1 Grogol Utara Kecamatan Kebayoran Lama Kota Jakarta Selatan Daerah Khusus Ibukota Jakarta Indonesia 12210
mediaindonesia,"May,06","Biasakan Minum Susu Untuk Cegah Stunting
mediaindonesia.com/read/detail/23â€¦",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
pikiran_rakyat,"May,04",Cegah Stunting dan Gizi Buruk dengan Menambah Asupan Nutrisi dari Susu bit.ly/2vEwJkN pic.twitter.com/MCZYtzWvmo,neg,-6.91746,107.619,Bandung Kota Bandung Jawa Barat Indonesia
upehupeh1,"Jun,28","Cegah stunting itu dg asi eksklusif, bukan pemberian sufor. Setelah 6 bulan dilanjut dg mpasi bernutrisi lengkap. Dah, itu maksimalin sampe 2th (1000 hari pertama kehidupan). Bukan anti sufor, tp klaim sufor dpt melengkapi nutrisi dan mencegah stunting ndak ada ebm nya",neg,-7.79558,110.369,Yogyakarta Kota Yogyakarta Daerah Istimewa Yogyakarta Indonesia
DMS_AMBON,"Jun,26","Cegah Stunting, Pemkot Ambon Imbau Masyarakat Harus Perbaiki Gizi bit.ly/2YdTGIh @emahaly @MalukuBasudara @Info_Ambon1 @DMS_AMBON",neg,-3.63867,128.16899999999998,Kota Ambon Maluku Indonesia
medcom_id,"Jun,19","Cegah Stunting, Ini 3 Nutrisi yang Wajib Dikonsumsi Bumil medcom.id/s/8N0ZJr7k pic.twitter.com/VRyDkLPlCK",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
BORNEONEWS,"Jun,19","Cegah Stunting Melalui Dana Desa di Murung Raya
borneonews.co.id/berita/128923-â€¦",neg,-1.6814900000000002,113.382,Kalimantan Tengah Indonesia
