username,date,tweet,sentiment,lat,lon,location
DitjenPDT,"Aug,01",Metode Sukses Cegah Stunting di Pandeglang akan Diterapkan di Jawa Timur tribunnews.com/regional/2019/â€¦,pos,-6.17385,106.822,7 Jalan Abdul Muis 2 3 Gambir Kecamatan Gambir Kota Jakarta Pusat Daerah Khusus Ibukota Jakarta Indonesia 10110
Metro_TV,"Aug,31",Cegah Stunting Sejak Persiapan Kehamilan (3) metrotvnews.com/s/KZmC0YzX pic.twitter.com/zfsIVhn9M8,pos,-6.345,106.757,Pondok Cabe Udik Kecamatan Pamulang Kota Tangerang Selatan Banten Indonesia 15418
DinkesPrvSumsel,"Sep,11","""Cegah Stunting itu penting""

Berikan makanan pendamping yang bergizi untuk anak dalam mencegah stunting pic.twitter.com/g0WAOiMKKJ",pos,-2.97607,104.775,Palembang Kota Palembang Sumatera Selatan Indonesia
Yahoo_ID,"Sep,22","Cegah stunting, Kementerian PUPR bangun fasilitas cuci tangan bit.ly/2ksbArW

Cari berita lain? Silahkan klik disini bit.ly/2MXCxRZ pic.twitter.com/mhgCG2VHnW",pos,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
tempotainment,"Sep,20",Pakar Jelaskan Alasan Protein Hewani Penting untuk Cegah Stunting gaya.tempo.co/read/1250505/pâ€¦,pos,-0.789275,113.921,Indonesia
antaranews,"Sep,20",Ahli ingatkan pentingnya konsumsi protein hewani cegah stunting antaranews.com/berita/1073360â€¦,pos,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
elytavery,"Sep,20",Makan ikan penting untuk cegah stunting. twitter.com/siwihadi5/statâ€¦,pos,-7.00515,110.438,Semarang Kota Semarang Jawa Tengah Indonesia
VIVAlife_,"Sep,19",Inovasi Telur Ayam Spesial untuk Cegah Stunting dlvr.it/RDRRBm,pos,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
cendananews,"Sep,06",Cegah â€˜Stuntingâ€™ dengan ASI dan MakananÂ Bergizi cendananews.com/2019/09/cegah-â€¦ pic.twitter.com/9mpo6E02Pk,pos,-0.789275,113.921,Indonesia
Novlina5,"Oct,28",Cegah stunting itu penting pic.twitter.com/ctogpH7rXg,pos,-0.789275,113.921,Indonesia
djikp,"Oct,17","Ayu Ting Ting pake anting anting
Cegah Stunting itu Penting!
#SadarStunting
#ProbolinggoSadarStunting",pos,0.0,0.0,
TeguhKurniaWij2,"Oct,22","Cegah Stunting itu penting
@Ifannovs_Banten
@Hafidz83066196
@p3mdpandeglang
@KemenDesa @Itjen_Kemendes pic.twitter.com/IlJYtUnfCh",pos,-0.789275,113.921,Indonesia
syaharuddin2019,"Oct,14","Cegah Stunting itu Penting
@EkoSandjojo
@anwsanusi
@taufikmadjid71
@fachrilabalado
@PPMD_Official pic.twitter.com/NdRbVxDrmy",pos,-5.50708,122.597,Baubau Waborobo Betoambari Kota Bau-Bau Sulawesi Tenggara Indonesia
QolamaNews,"Oct,09","KPM Loteng, Siap Terdepan CegahÂ Stunting qolama.com/kpm-loteng-siaâ€¦ pic.twitter.com/hQO7ILy4X4",pos,-8.65098,116.325,Pulau Lombok Nusa Tenggara Barat Indonesia
indrnurl,"Oct,29",keberhasilan program cegah stunting by puskesmas2 korea twitter.com/snaggletooth__â€¦,pos,-0.789275,113.921,Indonesia
jabarprovgoid,"Oct,17","Atalia Ridwan Kamil: Cegah Stunting dengan Pola Asuh, Pola Makan dan Sanitasi yang Baik jabarprov.go.id/index.php/newsâ€¦ pic.twitter.com/g96SaNx86n",pos,-6.91746,107.619,Bandung Kota Bandung Jawa Barat Indonesia
DPremitasari,"Oct,15","Bro,Sist.....
Cegah stunting itu penting
Jangan biarkan generasi kita gagal tumbuh,kita butuh SDM yang tangguh agar kelak memiliki daya saing yg kuat
@jokowi
@EkoSandjojo
@taufikmadjid71
@anwsanusi
@DewantoAndry
@Iskandar__NH
@Wanut_Susisno
@arisaputrop3md pic.twitter.com/YrTY5WMTe3",pos,-7.1181100000000015,112.415,Lamongan Kecamatan Lamongan Kabupaten Lamongan Jawa Timur Indonesia
kemenkomarves,"Oct,14","Waktu masih kecil pernah dikasih tau, #makanikan kalau mau pintar? Nah, #ikan gak cuma bikin pintar, tapi bisa juga cegah #stunting lho. pic.twitter.com/6YB5tlAXbi",pos,-6.1849,106.823,8 Jalan M.H. Thamrin 10 10 Kebon Sirih Kecamatan Menteng Kota Jakarta Pusat Daerah Khusus Ibukota Jakarta Indonesia 10250
jeparakabgoid,"Oct,13","SAATNYA ANDA SIMAK DAN IKUTI DIALOG INTERAKTIF Plt.BUPATI MENYAPA 

bersama Bpk.H.Dian Kristiandi,S.Sos
Thema : Cegah #Stunting itu penting
streaming via jepara.go.id pic.twitter.com/6WZVoJ8KM8",pos,-6.5805,110.679,Jepara Kecamatan Jepara Kabupaten Jepara Jawa Tengah Indonesia
antaranews,"Oct,11",Ahli gizi: Penuhi gizi 1000 hari pertama anak untuk cegah stunting antaranews.com/berita/1108902â€¦,pos,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
bappeda_pdg,"Jun,24","Bidang Sosial dan Budaya Bappeda Pandeglang melaksanakan Pertemuan advokasi untuk mendorong kebijakan PHBS (kebijakan stunting) di Hotel Horison Altama Pandeglang, 24-25 juni 2019 
@Kurniahutama #bappeda #pandeglang #banten pic.twitter.com/PinvloJo6A",pos,-6.32706,106.117,Pandeglang Kecamatan Pandeglang Kabupaten Pandeglang Banten Indonesia
dirara96,"Oct,23",Yg ku pikirkan setelah bergantinya menkes adalah kebijakan stunting berikutnya mau dibawa kemana...,pos,-0.789275,113.921,Indonesia
HakMakMur,"04,Oct,18","Anak-anak juga bisa tumbuh sehat dan aktif, serta bebas dari ancaman stunting. Tandatangani petisi kami di: bit.ly/hakmakmur , karena #KitaBerHakMakMur!",pos,-0.789275,113.921,Indonesia
gemadaerah,"Dec,02",Ketua PKK Sulsel Himbau Muslimah Jaga Ancaman Stunting ift.tt/2RvwSQW #gemadaerah,pos,-0.789275,113.921,Indonesia
elia_sunarto,"Jan,14","MASA KECIL Mereka adalah harapan masa depan bangsa ini, melalui pemanfaatan Dana Desa putuskan ancaman stunting bagi tumbuh kembang anak. #DesaMembangun #LPATubaba #Komnasanak #ProgramInovasiDesa #TubabaTOP #Nenemo pic.twitter.com/vlgyJOfNdZ",pos,-4.5257,105.079,Kabupaten Tulang Bawang Barat Lampung Indonesia
2jempolrakyat,"Mar,17","#DebatCawapres2019 

????Memastikan ketersediaan obat & fasilitas pelayanan kesehatan, baik di Rumah Sakit maupun di Puskesmas.
????Memperbaiki kualitas gizi, air bersih, & sanitasi masyarakat dlm mengatasi ancaman stunting (gizi buruk). 
????Mendorong gerakan nasional â€œSedekah Putihâ€",pos,-5.38756,104.888,Gemah Ripah Pagelaran Kabupaten Pringsewu Lampung Indonesia
baladjokowi_id,"Mar,17","Prabowo: saya AKAN memperbaiki kualitas gizi, air bersih, dan sanitasi masyarakat dalam mengatasi ancaman stunting
Jokowi: saya SUDAH berhasil menurunkan Balita Prevalensi Stunting, pada 2013 sebesar 37,2%, turun pada 2018 menjadi 30,8%
#LebihBaikJokowi",pos,-6.91746,107.619,Bandung Kota Bandung Jawa Barat Indonesia
TampaIdentitass,"Mar,17","Hal itupun nampaknya disadari oleh Prabowo, sehingga muncul dalam program aksinya dengan â€œMemperbaiki kualitas gizi, air bersih, dan sanitasi masyarakat dalam mengatasi ancaman stunting (gizi buruk) #RinduPemimpinJujurDanAdil",pos,-1.33612,133.175,Papua Barat Indonesia
Maxbet268,"Mar,16","Kualitas gizi, air bersih, dan sanitasi masyarakat dalam mengatasi ancaman stunting juga akan diperbaiki oleh Prabowo-Sandi. 

â–º bit.ly/2FgtKEM
#BeritaNasional #kesehatan #kualitas #gizi #masyarakat #Prabowo #ancaman #stunting #bersih #Sbobet #Agenterpercaya #Maxbet268",pos,-0.789275,113.921,Indonesia
HDouboegiez,"Mar,10","10. Memperbaiki kualitas Gizi, air bersih, dan sanitasi masyarakat dakam mengatasi ancaman stunting
#Coblos02PrabowoDanSandi
@prabowo @sandiuno pic.twitter.com/c5G8EkDSpF",pos,0.0,0.0,
wicaksana9159,"Aug,16","stunting itu real ancaman pak de, gmn coba ngejelasin ke mbok"" di kampung ttg ancaman stunting twitter.com/jokowi/status/â€¦",pos,-6.91746,107.619,Bandung Kota Bandung Jawa Barat Indonesia
mediakita_kpppa,"Apr,03","Gentingnya masalah stunting membuat sejumlah pihak meminta solusi konkret terkait kondisi ini. Upaya memberantas stunting tidak hanya berfokus pada sektor kesehatan. Ketersediaan pangan, harga pangan terjangkau, dan lapangan kerja guna mencukupi kebutuhan hidup perlu diperhatikan",pos,-0.789275,113.921,Indonesia
1trenggalek,"11,Oct,18","Ciptakan Generasi Sehat dan Cerdas, Desa Pakel Watulimo Menggelar Kegiatan RembugÂ Stunting polrestrenggalek.com/2018/10/11/cipâ€¦",pos,-8.07645,111.706,Trenggalek Kabupaten Trenggalek Jawa Timur Indonesia
1trenggalek,"09,Oct,18","Dukung Generasi Sehat dan Cerdas, Bhabinkamtibmas Ikuti Kegiatan RembugÂ Stunting polrestrenggalek.com/2018/10/10/dukâ€¦",pos,-8.07645,111.706,Trenggalek Kabupaten Trenggalek Jawa Timur Indonesia
IlyasSayli11,"Nov,22","Rembug stunting. upaya mempersiapkan generasi sehat cerdas
#JokowiMembangunDesa
#TPPJawaTimur
#tppitrenggalek
@jokowi
@EkoSandjojo
@anwsanusi
@taufikmadjid71
@fachrilabalado
@DewantoAndry
@kpw4jatim
@p3md_trenggalek pic.twitter.com/uc9OAldkKZ",pos,-7.536060000000001,112.238,Jawa Timur Indonesia
bang_ross_,"Dec,13","Rembug Stunting sebagai sarana pembentukan SDM desa yang lebih baik 
#JokowiMembangunDesa
#kemendespdtt
#tppijawatimur
#tppimalang
@Jokowi @EkoSandjojo @Anwsanusi @TaufikMadjid71 @fachriLabalado @DewantoAndry @kpw4jatim pic.twitter.com/uG3bcbCs0p",pos,-7.536060000000001,112.238,Jawa Timur Indonesia
mna_______,"Apr,30","#MasIpin #LaporRakyat Mulai dari penerapan persiapan e-pengadaan langsung, rembug stunting hingga RUPS Bank Jatim. Selamat berkarya para anak bangsa, sukses selalu! instagram.com/p/Bw3-gBMlF8K/â€¦",pos,-8.07645,111.706,Trenggalek Kabupaten Trenggalek Jawa Timur Indonesia
KomunitasSasak,"May,05","PERCEPAT PENANGANAN STUNTING, PEMKAB LOMBOK BARAT GELAR REMBUG STUNTING bit.ly/2Y9ToSi pic.twitter.com/jXi1H47Lcz",pos,-7.25747,112.752,Surabaya Kota Surabaya Jawa Timur Indonesia
LilikAhmadi,"Jun,25","Rembug Stunting dengan melibatkan PKK Desa, Kader Desa, Dinas Kesehatan, PLKB, Kader Pemberdayaan Masyarakat, Pendamping Desa, Team Inovasi Desa dan Pemerintah Desa dalam rangka penyusunan RKP Desa Kebonharjo Tahun 2020. Ruang rapat Desa Kebonharjo 25 Juni 2019. pic.twitter.com/pBqMpvQWTw",pos,-0.789275,113.921,Indonesia
konsepsintb,"Jul,12","Preparation Meeting of Coordination Rembug Stunting and Second Action on Preparation Plans for Integrated Nutrition Intervention Activities at District East Lombok.
@SNVIndonesia
#FNSV4CP
konsepsi.org pic.twitter.com/BhigfYz8Dj",pos,-8.59708,116.1,Kota Mataram Nusa Tenggara Barat Indonesia
Iskandar__NH,"Jul,25","Rapat Koordinasi Jelang MusDes RKPD & APBDesa 20, DU-RKPD 21 #KecBrondong harus dilakukan:
1. PKD 
2. Rembug Stunting 
3. Mengikuti pelaksanaan #BursaInovasiDesa2019 #BIDLamongan yang akan di Gelar di 10 tempat yg di ikuti 462 desa. Komitment Replikasi 1 inovasi
#1Desa1inovasi pic.twitter.com/fiB8yax5LP",pos,-7.1269300000000015,112.334,Kabupaten Lamongan Jawa Timur Indonesia
aprilmuthohir,"Jul,24",Berpartisipasi dalam lokakarya mini Lintas Sektor dan Rembug Stunting di Aula Kecamatan Angsana Kabupaten Tanah Bumbu Kalimantan Selatan. pic.twitter.com/dHgdNda1IZ,pos,-0.789275,113.921,Indonesia
MukhtarJamil78,"Aug,09","Rembug Stunting
#konvergensistunting
#tppilamongan
@jokowi
@EkoSandjojo
@taufikmadjid71
@AndryDewantoAh2
@Iskandar__NH
@WanutSusisno1
@HizbullohWak
@zaind_ah
@arisaputrop3md
@DidikNews pic.twitter.com/HbrOyGf3rc",pos,-7.1269300000000015,112.334,Kabupaten Lamongan Jawa Timur Indonesia
y_kalyanamitra,"Aug,22","#KabarKomunitas (24/06/19) Pertemuan PKK Dusun Padaan Wetan, Desa Banjarharjo yang diisi dengan diskusi mengenai pentingnya Pengarusutamaan Gender (PUG) dalam UU Desa, serta menyampaikan informasi penting hasil rembug perempuan & rembug stunting di desa. pic.twitter.com/BPMm1jEcSJ",pos,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
yo2k_poerbianto,"Aug,20","Kami #tppilamongan #tppijawatimur kawal Kegiatan ""Rembug Stunting"" Desa Kedungbanjar Kec Sugio.
:
#programinovasidesa
#cegahstuntingitupenting
@jokowi
@EkoSandjojo
@taufikmadjid71
@KemenDesa
@AndryDewantoAh1
@kpw4jatim
@Iskandar__NH
@Wanut_Susisno pic.twitter.com/YqxQieAHTE",pos,-7.1181100000000015,112.415,Lamongan Kecamatan Lamongan Kabupaten Lamongan Jawa Timur Indonesia
Pujie21202146,"Aug,15","fasilitasi Musdes desa primpen Output usulan""Pembangunan Th 2020.hasil Rembug Stunting
Usulan hasil Bursa Inovasi Desa
Terbentuknya tim Penyusun RKP. #tppijawatimur #tppilamongan @EkoSandjojo @Iskandar__NH @WanutSusisno1 @zaind_ah @HizbullohWak @arisaputrop3md1 pic.twitter.com/mZFmuciI7z",pos,-7.1181100000000015,112.415,Lamongan Kecamatan Lamongan Kabupaten Lamongan Jawa Timur Indonesia
ulfatunnada,"Aug,07","#tppilamongan
#tppijawatimur
Alhamdulillah Rembug Stunting desa sugihrejo berjalan lancar..
@EkoSandjojo
@fachrilabalado
@AndryDewantoAh2
@Iskandar__NH
@Wanut_Susisno
@HizbullohWak pic.twitter.com/zyWJE3jWhP",pos,-7.1269300000000015,112.334,Kabupaten Lamongan Jawa Timur Indonesia
Desa_Pakembaran,"Sep,17","Pra Musdes Rembug Stunting Program Inovasi Desa, di Desa Pakembaran. 16/09/2019 pic.twitter.com/WtlEXXipAT",pos,-7.091,109.239,Pakembaran Moga Kabupaten Pemalang Jawa Tengah Indonesia
adipalakec,"Sep,17","Faktor ekonomi, kurangnya pgetahuan ortu ttg pentingnya gizi thdp perkembangan anak mjd sebab kasus stunting di desa. Melalui diskusi stunting ini, harapan tdk ada lagi kasus stunting di desa || Pendamping Desa Kec.Adipala fasilitasi Rembug Stunting di Desa Doplang, Rabu(18/9/19) pic.twitter.com/ZNLg67Wt9I",pos,-7.667960000000001,109.164,Kecamatan Adipala Kabupaten Cilacap Jawa Tengah Indonesia
adipalakec,"Sep,17","Pencegahan penanggulangan stunting difokuskan 1000 Hari Pertama Kehidupan (HPK) bayi yg baru lahir, ini tdk hanya menjadi tggjwb unsur Kesehatan saja, tetapi juga semua pihak || Yuyu Kartini Ketua TP PKK Kec.Adipala saat hadiri Rembug Stunting Desa Adireja Kulon, Selasa(17/9/19) pic.twitter.com/74dRiXr1h1",pos,-7.667960000000001,109.164,Kecamatan Adipala Kabupaten Cilacap Jawa Tengah Indonesia
kpmdsumurkidang,"Sep,16","( Senin, 16/09/2019 ) telah dilaksanakan Pra Musdes dalam rangka rembug Stunting Program Inovasi Desa Tahun 2019 Desa Sumurkidang Kec.Bantarbolang Kab.Pemalang pic.twitter.com/cIuRUxeWJa",pos,-7.04051,109.402,Kecamatan Bantarbolang Kabupaten Pemalang Jawa Tengah Indonesia
DsBanglarangan,"Sep,12",Pra Musyawarah Desa rembug Stunting pic.twitter.com/hMULX8EKRT,pos,-6.915839999999998,109.512,Banglarangan Kecamatan Ampelgading Kabupaten Pemalang Jawa Tengah Indonesia
PMD_Lampung,"Sep,12","#Repost from @ari_set84 (repost_media_app)
Rembug stunting sekaligus pembagian insentif kader kesehatan dan guru PAUD
Desa Labuhan Ratu IV
Kecamatan Labuhan Ratu Lampung Timur
#pmd_lampung
#tppilampungâ€¦ instagram.com/p/B2Vahz3gdK_/â€¦",pos,-4.55858,105.407,Lampung Indonesia
desamojorembun,"Sep,12",Hari ini telah dilakukan kegiatan rembug stunting di Desa Mojorembun. Dari kegiatan ini didapat banyak usulan program pengentasan dan pencegahan stunting. pic.twitter.com/71LDZRz6kN,pos,-7.0122399999999985,111.38,Kabupaten Blora Jawa Tengah Indonesia
desa_cibuyur,"Sep,09","Pra Muasdes dalam Rangka Rembug Stunting Program Inovasi Desa Tahun 2019, di Balai Desa Cibuyur.  10/9/2019 pic.twitter.com/hPPZ60DnuE",pos,-6.06909,107.382,Dongkal Pedes Kabupaten Karawang Jawa Barat Indonesia
RumahBelajarMHW,"Sep,06","#pemalang (7/9)
#rumahbelajar
#literasi
""Manusia Kober, sanes Manusia Pinter""
Rembug stunting di pimpin sesepuh TPID kec petarukan, kami yang muda berbagi peran, apapun perannya nikmati dan bersyukur. Nilai berbentuk kontribusi dan manfaat yang di berikan,memupuk kepekaan sosial. pic.twitter.com/ChZl2LeBnd",pos,-6.713189999999999,108.566,Panjunan Kecamatan Lemahwungkuk Kota Cirebon Jawa Barat Indonesia
Maimun43669604,"Oct,30","Tindak Lanjutan Rembug Stunting Desa di Aula PKK Kecamatan Mayang Kabupaten Jember 
@Kemendesa
@halimiskandarnu
@DewantoAndry
@p3md_jember
@inukreasi
@Maimun43669604 pic.twitter.com/FznBxYUBm0",pos,-8.18449,113.668,Kabupaten Jember Jawa Timur Indonesia
Humassekta,"Oct,23","Menghadiri giat Pra Musrenbang (Rembug Stunting/kerdil) yg diselenggarakan Tim Pendamping Inisiatif Desa (TPID)  Kec.  Cianjur.
bertempat di Aula Desa Limbangansari Rt. 01/06 Desa Limbangansari - Cianjur. 
Giatâ€¦ instagram.com/p/B3-0rrWn1T0/â€¦",pos,-6.83745,107.124,Nagrak Kecamatan Cianjur Kabupaten Cianjur Jawa Barat Indonesia 43215
koramil21juwir1,"Oct,22","Dalam rangka meningkatkan kesehatan dan kesejahteraan masyarakat, Babinsa Pelda Suyono bersama Perangkat desa dan Masyarakat melaksanakan musyawarah desa rembug stunting di balai desa Ketitang Kec Juwiring 
@kodimklaten
@KoremSolo pic.twitter.com/DzEtw1KrzK",pos,-7.64588,110.726,Juwiring Kecamatan Juwiring Kabupaten Klaten Jawa Tengah Indonesia
koramilbayat,"Oct,16","Babinsa Desa Kebon Sertu Agus Sp anggota Koramil 18 Bayat Kodim 0723 Klaten menghadiri kegiatan "" Rembug Stunting "" yang bertempat di Kantor Balai Desa Kebon.

@kodimklaten
@KoremSolo
@KodamIV pic.twitter.com/N1xmndkD3d",pos,-7.77137,110.653,Kecamatan Bayat Kabupaten Klaten Jawa Tengah Indonesia
KecGondang,"Oct,08","Selasa Malam , 08 Oktober 2019
Program Inovasi Desa Rembug Stunting Di Balai Desa Ketawang. instagram.com/p/B3YkwT4nocG/â€¦",pos,-0.789275,113.921,Indonesia
1trenggalek,"Oct,07",Bhabinkamtibmas Menghadiri Giat Pra Musrenbangdes Rembug Stunting di DesaÂ Binaan polrestrenggalek.com/2019/10/08/bhaâ€¦ pic.twitter.com/o7M6U2G2R0,pos,-8.07645,111.706,Trenggalek Kabupaten Trenggalek Jawa Timur Indonesia
polsekgtw,"Oct,03","Ciptakan Generasi Sehat dan Cerdas, Desa Jabung Menggelar Rembug Stunting
tribratanews.klaten.jateng.polri.go.id/ciptakan-generâ€¦ pic.twitter.com/OeMgS846Od",pos,-7.657889999999999,110.665,Kabupaten Klaten Jawa Tengah Indonesia
1trenggalek,"Oct,03",Bhabinkamtibmas Polsek Watulimo Ikuti Giat Rembug Stunting di DesaÂ Binaannya polrestrenggalek.com/2019/10/03/bhaâ€¦ pic.twitter.com/w3tHK4ad66,pos,-8.07645,111.706,Trenggalek Kabupaten Trenggalek Jawa Timur Indonesia
koramil21juwir1,"Oct,02","Danramil 21/Juwiring yg diwakili Pelda Suyono bersama Muspika Juwiring menghadiri acara Musyawarah Desa/Rembug Stunting Konvergensi Stunting Program Inovasi Desa TPID di Aula Kec. Juwiring 
@kodimklaten
@KoremSolo pic.twitter.com/GqDNhrCeCE",pos,-7.64588,110.726,Juwiring Kecamatan Juwiring Kabupaten Klaten Jawa Tengah Indonesia
SekPalasah,"Oct,01","KAPOLSEK PALASAH IPTU JEMIRAN SH MH HADIRI GIAT PRA MUSRENBANGDESÂ  (REMBUG STUNTING) KEC. PALASAH KAB. MAJALENGKA UNTUK TAHUN ANGGARAN 2020.

Polres Majalengka. Demi menjaga sinergitas Kapolsek Palasah Iptu Jemiranâ€¦ instagram.com/p/B3EXB2OlQnB/â€¦",pos,-6.83642,108.227,Majalengka Kecamatan Majalengka Kabupaten Majalengka Jawa Barat Indonesia
Goensagara,"24,Oct,18",Forum Sosialisasi Perilaku Hidup Sehat Dalam Rangka Penurunan Prevalensi stuntingÂ  Yang Diselenggarakan Oleh Dinas Komunikasi Dan Informatika Kabupaten Subang Tahun 2018 @ridwankamil @Kominfosubang @PemkabSubang @zonasubang @kotaSUBANG @Benpas_com pic.twitter.com/pWQxOmejzZ,pos,-6.562289999999999,107.761,Subang Kecamatan Subang Kabupaten Subang Jawa Barat Indonesia
GPRindonesia,"24,Oct,18",Kenapa Subang? Data Riset Kesehatan Dasar tahun 2013 menyatakan prevalensi stunting di Kabupaten Subang berada di angka 40.4 persen. Angka ini menjadikan Subang sebagai salah satu dari 100 kabupaten prioritas penanganan stunting tahun 2018. #CegahStunting #InfokomPMK,pos,-6.18051,106.828,Jakarta Pusat Kota Jakarta Pusat Daerah Khusus Ibukota Jakarta Indonesia
GPRindonesia,"24,Oct,18",Selamat pagi Subang! Hari ini @kemkominfo bekerjasama dengan Diskominfo Kabupaten Subang mengadakan Forum Sosialisasi Perilaku Hidup Bersih dan Sehat dalam rangka Penurunan Prevalensi Stunting. #CegahStunting #InfokomPMK pic.twitter.com/NiiodYKBH0,pos,-6.18051,106.828,Jakarta Pusat Kota Jakarta Pusat Daerah Khusus Ibukota Jakarta Indonesia
drbriansp,"21,Oct,18","1.Peru berhasil menurunkan prev stunting balita dari 30% mjd 20% dalam kurun waktu 7 tahun (2004-2011)
2. Rwanda berhasil menurunkan prevalensi stunting balita dari 52% mjd 44%dalam kurunâ€¦ instagram.com/p/BpMXb-ihQqV/â€¦",pos,-0.789275,113.921,Indonesia
melfeyadin,"19,Oct,18",karena faktanya prevalensi stunting di Indonesia itu mencapai angka 29.9 %. Angka ini didapat berdasarkan data Pemantau Status Gizi (PSG) Kemenkes tahun 2018. @kpp_pa @Desa_Cibatokdua @FoodbankID #KampungAnakSejahtera #PenuhiHakAnak #foodbankofindonesia #kemenPPPA,pos,-6.59715,106.806,Bogor Kampung Parung Jambu Kota Bogor Jawa Barat Indonesia
ProgramMAMPU,"03,Oct,18","Belum daftar BBL MAMPU edisi Oktober? Masih ada tempat tersedia. Mari gali lebih dalam kaitan isu perempuan dengan pemenuhan gizi dan prevalensi stunting di Indonesia, bersama @Permampu1 dan @KSPgoid. Segera daftar di bit. ly/BBL-RSVP (batas mendaftar s.d. 5 Okt,16.00 WIB) pic.twitter.com/PF6LOqLg9o",pos,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
marina_mia,"Nov,14",lebih dari 30% prevalensi stunting. kerja keras utk memperkuat generasi masa depan. twitter.com/OPINI_id/statuâ€¦,pos,-8.340539999999999,115.092,Bali Bali Indonesia
masyam_s,"Nov,13","Anggaran Kesehatan sebesar 5% untuk meningkatkan akses dan kualitas layanan kesehatan serta penguatan penanganan Stunting (kekurangan gizi)
~ kartu Indonesia Sehat 96,8 juta jiwa PBI (penerima bantuan iuran)
~ prevalensi Stunting 24,8%",pos,-7.00515,110.438,Semarang Kota Semarang Jawa Tengah Indonesia
radio99fmpbg,"07,Nov,18","Done. Dialog Interaktif Bareng @kemkominfo & dinkespurbalingga ""SOSIALISASI PERILAKU HIDUP BERSIH DAN SEHAT DALAM RANGKA PENURUNAN PREVALENSI STUNTING""
__
@kemkominfo
@dinkominfopbgâ€¦ instagram.com/p/Bp38-iklH2u/â€¦",pos,-7.305860000000001,109.426,Kabupaten Purbalingga Jawa Tengah Indonesia
radio99fmpbg,"06,Nov,18","#sahabatsetia???? Jangan lupa simak Dialog Interaktif ""SOSIALISASI PERILAKU HIDUP BERSIH DAN SEHAT DALAM RANGKA PENURUNAN PREVALENSI STUNTING""
__
 Bersama Direktorat Jenderal Informasi danâ€¦ instagram.com/p/Bp3RBjcFoJU/â€¦",pos,-7.305860000000001,109.426,Kabupaten Purbalingga Jawa Tengah Indonesia
FitRadioBandung,"04,Nov,18","Tingkat prevalensi stunting di Jawa Barat berada pada tingkatan medium to high. Saat ini tingkat prevalensi stunting di Jabar berada di angka 29,2 persen pada tahun 2017. Angka tersebut berada pada deretan menengah, sementara di atas 30 persen artinya prevalensi tinggi pic.twitter.com/kLHAqSu3GL",pos,-6.89167,107.582,6 C Jalan Surya Sumantri Sukagalih Kecamatan Sukajadi Kota Bandung Jawa Barat Indonesia 40164
InfokomPMK,"02,Nov,18","Dengan prevalensi stunting 56.38 persen, Bondowoso menjadi salah satu dari 100 kabupaten prioritas penanganan stunting tahun 2018. 
#sadarstunting #infokompmk",pos,-0.789275,113.921,Indonesia
InfokomPMK,"02,Nov,18","Hari ini bekerjasama dgn GoodNews from Indonesia (GNFI), Kominfo (Direktorat Informasi dan Komunikasi PMK) mengajak generasi muda, tim PKK, media, serta berbagai komunitas di Bondowoso untuk bersama-sama menurunkan prevalensi stunting. #sadarstunting #infokompmk pic.twitter.com/STSIUcQ1mY",pos,-0.789275,113.921,Indonesia
ILMAGI,"Dec,16","KAJIAN STUNTING : PERHATIAN INDONESIA TERTUJU PADA STUNTING

Indonesia merupakan negara dengan prevalensi stunting kategori tinggi (29.6%)

Yuk simak pembahasan lengkapnya bersama IAD dalam kajian Perhatian Indonesia Tertuju pada Stunting

#KenaliStunting
#YukCegahStunting pic.twitter.com/G1rQamFOq3",pos,-0.789275,113.921,Indonesia
awemany,"Jan,29","Gue google dong. Gue cari data yg sama untuk tahun 2016. Ketemu dong. Dan jelas terlihat dalam report ini bahwa pada tahun 2015, prevalensi stunting itu udah turun jadi 29% !!. Ini data penting yg dihilangkan oleh meme @MarikaRahman_ itu. pic.twitter.com/62OOReuAri",pos,-0.789275,113.921,Indonesia
awemany,"Jan,29","Meme ini dikasih ke gue ama @MarikaRahman_ untuk menunjukkan infrastrukturlah yg bisa membuat penurunan prevalensi stunting. Gue pernah sekolah statistik. Dengan cepat gue liat ada yg ngga bener. Kenapa ada jarak 5 tahun (2013-2018) sementara yg lain 3 tahun? Ada yg tipu"" nih. pic.twitter.com/4tXsIOldjY",pos,-0.789275,113.921,Indonesia
FitRadioBandung,"Jan,25","Meski prevalensi stunting dalam Riskesdas (Riset Kesehatan Dasar) 2018 menunjukkan angka penurunan sebesar 30,8 persen, provinsi NTT (Nusa Tenggara Timur) terlampau memiliki persentase balita stunting cukup tinggi yakni 42,6 persen. pic.twitter.com/wJe4ZOdTBN",pos,-6.89167,107.582,6 C Jalan Surya Sumantri Sukagalih Kecamatan Sukajadi Kota Bandung Jawa Barat Indonesia 40164
andri000me_12,"Jan,23","05 sindonews lifestyle (Alami Penurunan, Prevalensi Stunting di Indonesia Masih Tetap Tinggi )bit.ly/2FRRqjk",pos,-0.789275,113.921,Indonesia
